DATE,GOLD,WHEAT,NIKKEI,COPPER
18/03/2016,1472.3,740.25,13472,2.504
21/03/2016,1460.4,742.5,13472,2.464
22/03/2016,1465.1,744.75,13867,2.474
23/03/2016,1436.4,741,13777,2.464
24/03/2016,1433,741,13687,2.424
25/03/2016,1433,741,13687,2.424
28/03/2016,1436.4,742,13927,2.414
29/03/2016,1455.1,751.75,14057,2.402
30/03/2016,1442.9,751.5,13897,2.3845
31/03/2016,1448.9,741,13717,2.374
01/04/2016,1438.6,750.25,13137,2.384
04/04/2016,1431.6,750.5,13012,2.344
05/04/2016,1445.7,750.5,12687,2.332
06/04/2016,1439.8,739.75,12692,2.334
07/04/2016,1456.7,742,12687,2.2665
08/04/2016,1456.2,734,12465,2.274
11/04/2016,1472.7,725,12375,2.284
12/04/2016,1471.7,724.75,12555,2.3395
13/04/2016,1458.9,737.5,13045,2.358
14/04/2016,1442.2,739.5,13530,2.3605
15/04/2016,1450.3,739.75,13390,2.344
18/04/2016,1448,745.25,12950,2.3575
19/04/2016,1467,762.75,13485,2.4145
20/04/2016,1461.5,782.5,13520,2.4265
21/04/2016,1465.4,782,14025,2.4395
22/04/2016,1449.9,762.75,14200,2.444
25/04/2016,1453.1,747,14080,2.437
26/04/2016,1458.4,758,13930,2.4325
27/04/2016,1462.1,756.5,13895,2.416
28/04/2016,1483.3,757.75,13145,2.404
29/04/2016,1511.1,759.75,13145,2.462
02/05/2016,1506.8,761.5,12765,2.464
03/05/2016,1503.1,764.25,12765,2.444
04/05/2016,1496.3,745.25,12765,2.394
05/05/2016,1493.1,744,12765,2.364
06/05/2016,1505.4,737.25,12705,2.3365
09/05/2016,1478.3,732.25,12845,2.288
10/05/2016,1482.8,736,13200,2.282
11/05/2016,1493.9,732.5,13200,2.294
12/05/2016,1483.6,739,13330,2.2575
13/05/2016,1489.9,738,12960,2.264
16/05/2016,1490.3,742.5,13140,2.264
17/05/2016,1495,752,13320,2.273
18/05/2016,1472.5,747.75,13210,2.244
19/05/2016,1469.8,750.5,13260,2.2475
20/05/2016,1467.7,743.25,13360,2.2385
23/05/2016,1464.3,740.75,13270,2.2405
24/05/2016,1442.2,734.75,13100,2.234
25/05/2016,1438.8,739.75,13390,2.264
26/05/2016,1434.6,743,13410,2.304
27/05/2016,1425.1,751.75,13440,2.294
30/05/2016,1425.1,751.75,13440,2.294
31/05/2016,1428.9,751.75,13850,2.284
01/06/2016,1426.5,747.5,13590,2.259
02/06/2016,1424.4,757,13210,2.254
03/06/2016,1457.9,767.75,13280,2.274
06/06/2016,1459.1,780.25,13180,2.324
07/06/2016,1458,780.75,13320,2.2365
08/06/2016,1476.1,792,13470,2.234
09/06/2016,1483.3,791.5,13250,2.264
10/06/2016,1489.4,783.75,13180,2.204
13/06/2016,1498.7,769.5,12615,2.234
14/06/2016,1500.5,765.25,12425,2.224
15/06/2016,1508.1,756.25,12550,2.272
16/06/2016,1494.7,753.25,12000,2.2385
17/06/2016,1513,759,12190,2.254
20/06/2016,1504.2,754.25,12575,2.244
21/06/2016,1480.7,740,12800,2.264
22/06/2016,1480.8,739,12645,2.3175
23/06/2016,1472.4,731.75,12815,2.346
24/06/2016,1532.4,730.5,11615,2.274
27/06/2016,1540.9,734.25,12000,2.324
28/06/2016,1525.4,726,11950,2.344
29/06/2016,1532.7,724.5,12230,2.354
30/06/2016,1536.8,712,12205,2.3765
01/07/2016,1555.5,707.25,12325,2.3985
04/07/2016,1555.5,707.25,12325,2.3985
05/07/2016,1570.2,697.5,12250,2.3765
06/07/2016,1577.1,692.75,11930,2.33149999999999
07/07/2016,1572.2,690.5,11920,2.2995
08/07/2016,1577.8,694.5,11775,2.2985
11/07/2016,1567.8,703.25,12360,2.3225
12/07/2016,1545.7,704,12810,2.38999999999999
13/07/2016,1555.4,707.75,12875,2.4165
14/07/2016,1545.7,705,13045,2.4265
15/07/2016,1542.7,707.5,13215,2.4265
18/07/2016,1541.3,698.75,13215,2.42
19/07/2016,1544.3,696.5,13355,2.43649999999999
20/07/2016,1525.9,682.25,13340,2.4225
21/07/2016,1543.6,685.25,13455,2.4465
22/07/2016,1534.6,696.25,13275,2.4165
25/07/2016,1526.7,700.75,13265,2.4165
26/07/2016,1531.3,701,12995,2.3965
27/07/2016,1552.4,690,13365,2.3865
28/07/2016,1543.7,690.25,13060,2.3855
29/07/2016,1561.1,682.5,13275,2.3665
01/08/2016,1562.9,678.5,13220,2.376
02/08/2016,1575.9,673.75,12995,2.3855
03/08/2016,1567.9,674.5,12670,2.375
04/08/2016,1570.4,676,12845,2.3565
05/08/2016,1544.1,677.75,12870,2.3355
08/08/2016,1544.1,684.25,13255,2.3415
09/08/2016,1549.8,685,13375,2.3265
10/08/2016,1555.1,683.25,13430,2.3365
11/08/2016,1553.2,682.5,13430,2.3565
12/08/2016,1545.1,681.5,13580,2.3565
15/08/2016,1548.4,689.75,13530,2.3265
16/08/2016,1555.7,685.25,13260,2.347
17/08/2016,1557,685.25,13410,2.335
18/08/2016,1560.8,690,13160,2.345
19/08/2016,1548.1,690.25,13180,2.3465
22/08/2016,1546.5,680.75,13230,2.3265
23/08/2016,1546.5,673.25,13170,2.29
24/08/2016,1531.7,672,13200,2.2865
25/08/2016,1529.7,669.25,13180,2.26649999999999
26/08/2016,1529.5,651.75,13060,2.254
29/08/2016,1530.2,645.75,13390,2.2565
30/08/2016,1517.8,637.5,13400,2.2635
31/08/2016,1516.1,638.5,13550,2.24649999999999
01/09/2016,1521.1,637,13600,2.24699999999999
02/09/2016,1533.3,642,13600,2.25749999999999
05/09/2016,1533.3,642,13600,2.25749999999999
06/09/2016,1558.6,642.25,13740,2.26049999999999
07/09/2016,1553.5,648,13650,2.26749999999999
08/09/2016,1545.3,651,13600,2.26749999999999
09/09/2016,1535.5,648,13645,2.26749999999999
12/09/2016,1535.1,655,13325,2.27349999999999
13/09/2016,1525.4,646.25,13375,2.26749999999999
14/09/2016,1529.5,652,13265,2.32049999999999
15/09/2016,1521.4,649.75,13050,2.32749999999999
16/09/2016,1516.8,653.25,13130,2.33749999999999
19/09/2016,1520.1,649.5,13130,2.32399999999999
20/09/2016,1521.7,646.75,13110,2.33199999999999
21/09/2016,1541.3,647.25,13515,2.33099999999999
22/09/2016,1544.5,647.75,13515,2.35849999999999
23/09/2016,1545.1,647.75,13355,2.36699999999999
26/09/2016,1544.3,644,13185,2.35849999999999
27/09/2016,1534.2,646.5,13325,2.33999999999999
28/09/2016,1529.2,650.25,13240,2.36549999999999
29/09/2016,1527.1,646.5,13500,2.35549999999999
30/09/2016,1524,646.5,13225,2.37899999999999
03/10/2016,1517.3,643,13370,2.37749999999999
04/10/2016,1475.4,643.5,13500,2.34749999999999
05/10/2016,1473.5,654.25,13600,2.33799999999999
06/10/2016,1459.3,645.25,13685,2.32749999999999
07/10/2016,1462.8,648,13670,2.31749999999999
10/10/2016,1465.2,650.5,13670,2.36149999999999
11/10/2016,1458.1,649.5,13795,2.35249999999999
12/10/2016,1459.9,643,13645,2.34749999999999
13/10/2016,1462.5,645.25,13580,2.32749999999999
14/10/2016,1456.5,661.25,13635,2.27349999999999
17/10/2016,1459.4,665.5,13665,2.27299999999999
18/10/2016,1466.9,663.75,13730,2.28749999999999
19/10/2016,1474.2,665,13775,2.27249999999999
20/10/2016,1470.3,663,13960,2.26149999999999
21/10/2016,1471.5,663.25,13990,2.25749999999999
24/10/2016,1468.3,659,14030,2.26349999999999
25/10/2016,1478.6,652.5,14165,2.28749999999999
26/10/2016,1470.6,655.5,14145,2.29749999999999
27/10/2016,1473.4,661,14135,2.29749999999999
28/10/2016,1480.5,658.75,14240,2.36499999999999
31/10/2016,1480.5,659,14235,2.34749999999999
01/11/2016,1480.5,660.5,14215,2.37749999999999
02/11/2016,1480.5,661.75,13885,2.37749999999999
03/11/2016,1480.5,662.5,13885,2.39749999999999
04/11/2016,1508.8,659.5,13670,2.42549999999999
07/11/2016,1485.3,662.5,14005,2.46749999999999
08/11/2016,1479.5,665.5,13985,2.47749999999999
09/11/2016,1481.4,660.5,13030,2.52749999999999
10/11/2016,1462.6,655.75,14085,2.71049999999999
11/11/2016,1429,657.75,14185,2.67399999999999
14/11/2016,1423.4,654,14445,2.68699999999999
15/11/2016,1431.6,649.25,14435,2.61749999999999
16/11/2016,1428.7,649.75,14665,2.66749999999999
17/11/2016,1421.4,651.25,14665,2.65199999999999
18/11/2016,1412.4,654,14755,2.63499999999999
21/11/2016,1417,654.75,14885,2.68749999999999
22/11/2016,1415.4,656,14975,2.71149999999999
23/11/2016,1392.2,653.5,14975,2.78399999999999
24/11/2016,1392.2,653.5,14975,2.78399999999999
25/11/2016,1387,650.75,15165,2.84599999999999
28/11/2016,1396.1,650.5,15115,2.89749999999999
29/11/2016,1391.5,645.25,15075,2.76699999999999
30/11/2016,1375.7,638,15165,2.74699999999999
01/12/2016,1374.6,626.5,15185,2.79249999999999
02/12/2016,1378.5,628.25,15115,2.77699999999999
05/12/2016,1373,632.25,15045,2.84949999999999
06/12/2016,1371.9,631.25,15185,2.82949999999999
07/12/2016,1375.1,631.75,15285,2.857
08/12/2016,1373.2,629.75,15575,2.78499999999999
09/12/2016,1361.5,629.75,15825,2.80699999999999
12/12/2016,1364.7,636.75,16025,2.79699999999999
13/12/2016,1361.4,637,16045,2.76699999999999
14/12/2016,1345.4,637.75,16030,2.74699999999999
15/12/2016,1330.7,630,16130,2.75849999999999
16/12/2016,1336.3,629,16220,2.70249999999999
19/12/2016,1341.9,634.25,16210,2.65799999999999
20/12/2016,1334.2,629,16340,2.647
21/12/2016,1333.3,626,16275,2.65249999999999
22/12/2016,1331.1,623.5,16205,2.627
23/12/2016,1333.8,624,16205,2.63599999999999
26/12/2016,1333.8,624,16205,2.63599999999999
27/12/2016,1340.6,631.5,16180,2.68199999999999
28/12/2016,1344.2,628.25,16275,2.67699999999999
29/12/2016,1359.9,629.25,15920,2.64599999999999
30/12/2016,1351.8,632.25,15940,2.66399999999999
02/01/2017,1351.8,632.25,15940,2.66399999999999
03/01/2017,1359.3,632.5,15940,2.64549999999999
04/01/2017,1364.9,636.75,16470,2.66699999999999
05/01/2017,1381.7,642.75,16350,2.73699999999999
06/01/2017,1372.7,642.75,16245,2.68699999999999
09/01/2017,1382.2,649.5,16245,2.68849999999999
10/01/2017,1388.3,649,16140,2.71699999999999
11/01/2017,1392.5,643.75,16200,2.758
12/01/2017,1395.8,650,15955,2.82449999999999
13/01/2017,1398,653.5,16100,2.81699999999999
16/01/2017,1398,653.5,16100,2.81699999999999
17/01/2017,1416.2,653.5,15580,2.77899999999999
18/01/2017,1405.2,663,15670,2.78699999999999
19/01/2017,1405.1,658.75,15940,2.77699999999999
20/01/2017,1408.3,658.75,16005,2.74699999999999
23/01/2017,1416,658.75,15755,2.80349999999999
24/01/2017,1409.8,656,15680,2.80699999999999
25/01/2017,1400.8,653.5,15910,2.87099999999999
26/01/2017,1388.5,653.75,16310,2.877
27/01/2017,1391.4,649.5,16310,2.84749999999999
30/01/2017,1394.9,644.5,16180,2.84699999999999
31/01/2017,1410.6,647.25,15825,2.88249999999999
01/02/2017,1408.7,645.75,16015,2.86899999999999
02/02/2017,1415.5,659.75,15780,2.84099999999999
03/02/2017,1419.3,653.75,15790,2.80699999999999
06/02/2017,1434.4,656,15800,2.78699999999999
07/02/2017,1433.2,652.25,15720,2.79699999999999
08/02/2017,1440.4,652.5,15835,2.83699999999999
09/02/2017,1430,662.25,15750,2.81599999999999
10/02/2017,1432.8,663.25,16220,2.93249999999999
13/02/2017,1424.5,675,16280,2.95699999999999
14/02/2017,1427.3,673.5,16120,2.89899999999999
15/02/2017,1431.5,674,16280,2.9
16/02/2017,1438.1,675.25,16170,2.88699999999999
17/02/2017,1434.4,667.75,16040,2.86699999999999
20/02/2017,1434.4,667.75,16040,2.86699999999999
21/02/2017,1434.6,668.25,16220,2.897
22/02/2017,1437.1,666.75,16230,2.88699999999999
23/02/2017,1447.8,669,16200,2.79749999999999
24/02/2017,1455.4,665,16110,2.82999999999999
27/02/2017,1450.5,662,15980,2.82149999999999
28/02/2017,1447.1,660.5,15970,2.83399999999999
01/03/2017,1447.7,658.25,16230,2.88049999999999
02/03/2017,1432.1,666.75,16460,2.84099999999999
03/03/2017,1432.7,666.5,16310,2.85049999999999
06/03/2017,1423.6,672,16200,2.80849999999999
07/03/2017,1413.5,672.25,16190,2.76849999999999
08/03/2017,1405.8,669,16090,2.74649999999999
09/03/2017,1399,661,16150,2.73349999999999
10/03/2017,1401.6,657.75,16440,2.75599999999999
13/03/2017,1401.3,655.25,16485,2.78199999999999
14/03/2017,1396.2,646,16455,2.78049999999999
15/03/2017,1417.3,648.5,16425,2.82349999999999
16/03/2017,1423.8,651.25,16420,2.83149999999999
17/03/2017,1426.6,651,16330,2.84599999999999
20/03/2017,1431.7,646.25,16330,2.82049999999999
21/03/2017,1442.3,646,16285,2.76049999999999
22/03/2017,1446.3,643.5,15885,2.79399999999999
23/03/2017,1442.7,641.5,15910,2.79049999999999
24/03/2017,1441,640.25,16120,2.79549999999999
27/03/2017,1452.2,635.75,15785,2.79049999999999
28/03/2017,1448.5,636.75,16010,2.78049999999999
29/03/2017,1449.8,640.5,16195,2.82049999999999
30/03/2017,1441.2,640.75,16040,2.82049999999999
31/03/2017,1444.7,637,15885,2.81099999999999
03/04/2017,1449.5,645,16025,2.76399999999999
04/04/2017,1453.1,642.75,15790,2.77449999999999
05/04/2017,1452.9,645.5,15830,2.83199999999999
06/04/2017,1448.9,643.5,15585,2.82049999999999
07/04/2017,1451.6,637.25,15690,2.79049999999999
10/04/2017,1450.6,641.5,15770,2.76199999999999
11/04/2017,1470,647.25,15685,2.76049999999999
12/04/2017,1480.6,647.25,15505,2.74049999999999
13/04/2017,1483.8,644,15385,2.72349999999999
14/04/2017,1483.8,644,15385,2.72349999999999
17/04/2017,1481,637.25,15285,2.74049999999999
18/04/2017,1486.2,638.25,15415,2.68349999999999
19/04/2017,1476.5,639,15385,2.70049999999999
20/04/2017,1478.2,638,15445,2.69049999999999
21/04/2017,1481.6,626.75,15625,2.69849999999999
24/04/2017,1472.4,625.25,15910,2.71049999999999
25/04/2017,1459.8,624.25,16070,2.73949999999999
26/04/2017,1465.8,633,16255,2.73049999999999
27/04/2017,1460.5,630,16270,2.73049999999999
28/04/2017,1464.4,635.25,16175,2.74849999999999
01/05/2017,1452.6,656,16285,2.80199999999999
02/05/2017,1452.6,656.25,16455,2.77799999999999
03/05/2017,1433.5,655,16455,2.75049999999999
04/05/2017,1423.7,650.75,16455,2.65399999999999
05/05/2017,1424,639.25,16455,2.65049999999999
08/05/2017,1421,641,16850,2.63049999999999
09/05/2017,1416.1,632.25,16865,2.63649999999999
10/05/2017,1413.9,631.5,16880,2.63749999999999
11/05/2017,1419.8,635,16940,2.64799999999999
12/05/2017,1422.6,634.5,16860,2.65049999999999
15/05/2017,1425.3,630.75,16870,2.68049999999999
16/05/2017,1431.6,626,16860,2.67049999999999
17/05/2017,1456,629.75,16750,2.68549999999999
18/05/2017,1441.6,628.25,16550,2.66049999999999
19/05/2017,1450.5,638.5,16580,2.72899999999999
22/05/2017,1450.5,640,16650,2.73599999999999
23/05/2017,1446.1,633.75,16620,2.71049999999999
24/05/2017,1452.8,632.25,16720,2.71049999999999
25/05/2017,1450.1,633.25,16780,2.73599999999999
26/05/2017,1461.5,641,16690,2.70599999999999
29/05/2017,1461.5,641,16690,2.70599999999999
30/05/2017,1456.3,635,16650,2.70899999999999
31/05/2017,1462.19999999999,636.5,16640,2.70049999999999
01/06/2017,1459.8,634,16840,2.72599999999999
02/06/2017,1472.4,632.75,17150,2.71049999999999
05/06/2017,1472.69999999999,631.75,17130,2.71049999999999
06/06/2017,1487.19999999999,639,16950,2.68849999999999
07/06/2017,1480.4,648.5,16930,2.69399999999999
08/06/2017,1472.4,650,16950,2.75599999999999
09/06/2017,1460.19999999999,649.25,16980,2.75049999999999
12/06/2017,1458.69999999999,638.5,16890,2.78049999999999
13/06/2017,1459.1,641.5,16915,2.75049999999999
14/06/2017,1452.9,649.5,16910,2.74049999999999
15/06/2017,1447.1,648.25,16835,2.70849999999999
16/06/2017,1447.19999999999,661.5,16960,2.70849999999999
19/06/2017,1436.4,667.5,17055,2.72999999999999
20/06/2017,1434.6,676.5,17230,2.69849999999999
21/06/2017,1437.49999999999,669,17125,2.69049999999999
22/06/2017,1441.69999999999,666.25,17100,2.72049999999999
23/06/2017,1447.8,666,17105,2.77049999999999
26/06/2017,1435.49999999999,662.5,17150,2.78049999999999
27/06/2017,1440.1,658,17180,2.78149999999999
28/06/2017,1441.19999999999,660.75,17165,2.80049999999999
29/06/2017,1436.49999999999,683.25,17245,2.82199999999999
30/06/2017,1432.4,696.25,17050,2.84049999999999
03/07/2017,1410.6,728.25,17095,2.8215
04/07/2017,1410.6,728.25,17095,2.8215
05/07/2017,1416.69999999999,747,17100,2.8105
06/07/2017,1415.6,733.75,16995,2.7905
07/07/2017,1402.8,724.75,16980,2.80049999999999
10/07/2017,1402.8,736,17130,2.77049999999999
11/07/2017,1402.8,743.75,17210,2.7905
12/07/2017,1410.19999999999,727.5,17095,2.8105
13/07/2017,1407.6,718.75,17115,2.82049999999999
14/07/2017,1418.9,707.5,17145,2.80049999999999
17/07/2017,1424.1,696.25,17145,2.8505
18/07/2017,1432.8,694.5,17015,2.857
19/07/2017,1431.8,695.75,17040,2.83699999999999
20/07/2017,1434.8,688.5,17130,2.8465
21/07/2017,1445.9,691.75,17110,2.85249999999999
24/07/2017,1446.19999999999,682.75,16980,2.8505
25/07/2017,1440.6,667.5,16955,2.91049999999999
26/07/2017,1451.19999999999,671.25,17070,2.99049999999999
27/07/2017,1449.6,672,17080,3.01049999999999
28/07/2017,1459.9,673.25,16980,2.99049999999999
31/07/2017,1459.49999999999,669.25,16975,3.022
01/08/2017,1458.99999999999,670,17010,3.01049999999999
02/08/2017,1456.9,655.75,17110,3.01299999999999
03/08/2017,1458.69999999999,651.75,17040,3.00849999999999
04/08/2017,1448.69999999999,652.75,16985,3.02049999999999
07/08/2017,1447.49999999999,653,17070,3.04149999999999
08/08/2017,1450.4,662,17020,3.07349999999999
09/08/2017,1467.19999999999,653.25,16765,3.0805
10/08/2017,1476.19999999999,653,16745,3.0605
11/08/2017,1478.9,638.75,16745,3.0405
14/08/2017,1471.8,635,16565,3.03249999999999
15/08/2017,1461.19999999999,622.75,16775,3.00949999999999
16/08/2017,1472.9,626.5,16765,3.02049999999999
17/08/2017,1477.69999999999,615.5,16715,3.1005
18/08/2017,1473.69999999999,610.75,16475,3.0605
21/08/2017,1481.6,608.25,16395,3.111
22/08/2017,1474.19999999999,597,16375,3.11999999999999
23/08/2017,1480.19999999999,596.75,16455,3.115
24/08/2017,1475.19999999999,601.75,16355,3.16649999999999
25/08/2017,1480.3,604.25,16485,3.17049999999999
28/08/2017,1499.1,595.25,16465,3.19749999999999
29/08/2017,1498.6,595,16415,3.20899999999999
30/08/2017,1497.49999999999,596.75,16555,3.19449999999999
31/08/2017,1510.3,599.5,16725,3.21199999999999
01/09/2017,1513.6,607.25,16725,3.24899999999999
04/09/2017,1513.6,607.25,16505,3.25899999999999
05/09/2017,1528.49999999999,609,16465,3.23549999999999
06/09/2017,1522.4,611.5,16375,3.25899999999999
07/09/2017,1537.49999999999,604.75,16435,3.25799999999999
08/09/2017,1534.8,607,16320,3.14899999999999
11/09/2017,1515.4,602.25,16600,3.16899999999999
12/09/2017,1519.6,609.5,16820,3.14849999999999
13/09/2017,1510.8,611.5,16880,3.09249999999999
14/09/2017,1516.99999999999,610.5,16875,3.06899999999999
15/09/2017,1507.1,614,16975,3.06899999999999
18/09/2017,1494.1,611.25,16975,3.07799999999999
19/09/2017,1497.9,612,17330,3.07299999999999
20/09/2017,1487.99999999999,613.25,17325,3.08899999999999
21/09/2017,1477.49999999999,620.5,17405,3.04649999999999
22/09/2017,1483.49999999999,619,17365,3.05899999999999
25/09/2017,1496.9,621.25,17455,3.04899999999999
26/09/2017,1485.1,621.5,17345,3.05899999999999
27/09/2017,1468.4,622.75,17495,3.03899999999999
28/09/2017,1473.99999999999,623,17570,3.08749999999999
29/09/2017,1466.59999999999,616.5,17535,3.07899999999999
02/10/2017,1457.59999999999,615,17590,3.07899999999999
03/10/2017,1458.19999999999,615,17780,3.06699999999999
04/10/2017,1461.59999999999,615.25,17810,3.06549999999999
05/10/2017,1454.69999999999,611,17825,3.08899999999999
06/10/2017,1462.99999999999,615,17885,3.12899999999999
09/10/2017,1470.49999999999,614,17885,3.13649999999999
10/10/2017,1474.99999999999,608.25,18015,3.14899999999999
11/10/2017,1479.29999999999,605.5,18050,3.17899999999999
12/10/2017,1479.69999999999,600.25,18140,3.20899999999999
13/10/2017,1489.89999999999,609.75,18345,3.23899999999999
16/10/2017,1480.89999999999,606.5,18460,3.349
17/10/2017,1480.89999999999,606.75,18545,3.31899999999999
18/10/2017,1466.59999999999,604.25,18540,3.28549999999999
19/10/2017,1475.99999999999,602.5,18655,3.28899999999999
20/10/2017,1466.49999999999,597.75,18640,3.27899999999999
23/10/2017,1467.29999999999,606.5,18910,3.25899999999999
24/10/2017,1462.09999999999,606.5,18995,3.32899999999999
25/10/2017,1462.59999999999,606.25,18945,3.29249999999999
26/10/2017,1452.29999999999,603.75,18955,3.28599999999999
27/10/2017,1458.49999999999,599.25,19230,3.20899999999999
30/10/2017,1461.49999999999,599.25,19205,3.21849999999999
31/10/2017,1455.89999999999,598.5,19135,3.22099999999999
01/11/2017,1459.59999999999,591,19615,3.26899999999999
02/11/2017,1460.89999999999,599.75,19670,3.24699999999999
03/11/2017,1454.29999999999,600.5,19670,3.22899999999999
06/11/2017,1466.29999999999,599.75,19775,3.25899999999999
07/11/2017,1460.69999999999,598,20170,3.26899999999999
08/11/2017,1465.69999999999,594.5,20125,3.20749999999999
09/11/2017,1469.99999999999,596.25,20065,3.19949999999999
10/11/2017,1460.39999999999,592,19685,3.18899999999999
13/11/2017,1462.09999999999,594.5,19445,3.232
14/11/2017,1464.89999999999,593.5,19595,3.21899999999999
15/11/2017,1462.99999999999,588.25,19205,3.15949999999999
16/11/2017,1462.39999999999,586.75,19575,3.15899999999999
17/11/2017,1478.09999999999,589.5,19615,3.17899999999999
20/11/2017,1460.99999999999,585.5,19405,3.19799999999999
21/11/2017,1463.89999999999,585.75,19615,3.23649999999999
22/11/2017,1475.99999999999,591.5,19745,3.24599999999999
23/11/2017,1475.99999999999,591.5,19745,3.23899999999999
24/11/2017,1472.09999999999,585.25,19745,3.27899999999999
27/11/2017,1477.89999999999,580.75,19665,3.23949999999999
28/11/2017,1477.19999999999,578.5,19665,3.20899999999999
29/11/2017,1465.99999999999,579,19785,3.18849999999999
30/11/2017,1457.69999999999,581.75,19925,3.14399999999999
01/12/2017,1462.89999999999,583.25,19945,3.17199999999999
04/12/2017,1459.09999999999,583,19875,3.18199999999999
05/12/2017,1448.09999999999,583,19775,3.02449999999999
06/12/2017,1446.19999999999,576.75,19365,3.042
07/12/2017,1428.89999999999,575.75,19695,3.0365
08/12/2017,1429.89999999999,569,19985,3.05199999999999
11/12/2017,1423.39999999999,566.5,20090,3.08349999999999
12/12/2017,1425.69999999999,566.5,20040,3.08199999999999
13/12/2017,1437.79999999999,562.75,19895,3.10199999999999
14/12/2017,1434.99999999999,565.5,19825,3.14549999999999
15/12/2017,1438.39999999999,568.25,19715,3.20199999999999
18/12/2017,1444.39999999999,568.5,20075,3.2175
19/12/2017,1444.79999999999,568,20000,3.19199999999999
20/12/2017,1448.49999999999,571,20055,3.26699999999999
21/12/2017,1450.09999999999,570.75,20000,3.26199999999999
22/12/2017,1458.59999999999,568,20050,3.28199999999999
25/12/2017,1458.59999999999,568,20075,3.30199999999999
26/12/2017,1467.49999999999,568,20055,3.34899999999999
27/12/2017,1472.09999999999,574,20085,3.35099999999999
28/12/2017,1476.89999999999,574.25,19975,3.377
29/12/2017,1484.79999999999,573,19950,3.36349999999999
01/01/2018,1484.79999999999,573,19950,3.36199999999999
02/01/2018,1498.99999999999,581,19950,3.37199999999999
03/01/2018,1494.49999999999,580.75,19950,3.32899999999999
04/01/2018,1504.69999999999,580.75,20610,3.33249999999999
05/01/2018,1500.79999999999,578.5,20915,3.30199999999999
08/01/2018,1500.99999999999,574.75,20915,3.312
09/01/2018,1493.89999999999,580,21045,3.312
10/01/2018,1497.59999999999,583.5,20990,3.30949999999999
11/01/2018,1502.79999999999,581,20835,3.32199999999999
12/01/2018,1518.99999999999,570,20835,3.30199999999999
15/01/2018,1518.99999999999,570,20915,3.35199999999999
16/01/2018,1518.59999999999,568,21135,3.28899999999999
17/01/2018,1513.99999999999,571,21010,3.272
18/01/2018,1507.89999999999,576,20960,3.27049999999999
19/01/2018,1514.19999999999,574.25,20990,3.26199999999999
22/01/2018,1512.59999999999,577.5,20990,3.27549999999999
23/01/2018,1519.29999999999,574,21315,3.272
24/01/2018,1538.69999999999,582.75,21100,3.21199999999999
25/01/2018,1523.39999999999,583.75,20855,3.26849999999999
26/01/2018,1528.39999999999,585.75,20820,3.28199999999999
29/01/2018,1520.39999999999,597.5,20805,3.292
30/01/2018,1515.49999999999,607.25,20460,3.26399999999999
31/01/2018,1523.69999999999,601.5,20285,3.27649999999999
01/02/2018,1527.69999999999,598.5,20625,3.272
02/02/2018,1508.59999999999,597.5,20510,3.24199999999999
05/02/2018,1515.79999999999,593.5,19845,3.26199999999999
06/02/2018,1501.09999999999,591.25,18695,3.28499999999999
07/02/2018,1494.69999999999,610.75,18800,3.272
08/02/2018,1495.69999999999,608,19125,3.17199999999999
09/02/2018,1493.49999999999,601.5,18545,3.12199999999999
12/02/2018,1500.09999999999,615.25,18545,3.16199999999999
13/02/2018,1506.99999999999,612.5,18355,3.23599999999999
14/02/2018,1528.59999999999,610.25,18365,3.24199999999999
15/02/2018,1531.29999999999,616.75,18635,3.312
16/02/2018,1524.39999999999,614,18925,3.312
19/02/2018,1524.39999999999,614,19285,3.30199999999999
20/02/2018,1506.39999999999,616.5,19115,3.26199999999999
21/02/2018,1501.59999999999,604.5,19155,3.252
22/02/2018,1508.99999999999,606.75,18845,3.3065
23/02/2018,1505.49999999999,607.5,19095,3.28199999999999
26/02/2018,1509.89999999999,617.5,19405,3.29899999999999
27/02/2018,1494.19999999999,617.75,19565,3.27399999999999
28/02/2018,1494.39999999999,628.75,19285,3.2095
01/03/2018,1493.09999999999,651,18825,3.1725
02/03/2018,1498.39999999999,647.5,18315,3.17949999999999
05/03/2018,1495.39999999999,646.25,18175,3.15949999999999
06/03/2018,1511.19999999999,642.25,18635,3.1895
07/03/2018,1499.29999999999,641,18385,3.18099999999999
08/03/2018,1497.39999999999,640.25,18565,3.1695
09/03/2018,1498.89999999999,633.25,18725,3.1895
12/03/2018,1498.99999999999,635,19105,3.17299999999999
13/03/2018,1501.29999999999,631.75,19185,3.18199999999999
14/03/2018,1500.59999999999,634.75,18995,3.20749999999999
15/03/2018,1492.79999999999,625.5,19015,3.1755
16/03/2018,1488.89999999999,626.25,18825,3.14949999999999
19/03/2018,1491.69999999999,598.75,18660,3.13949999999999
20/03/2018,1486.89999999999,597.5,18555,3.13949999999999
21/03/2018,1507.49999999999,596.5,18555,3.131
22/03/2018,1503.89999999999,597,18780,3.12949999999999
23/03/2018,1522.29999999999,603,17735,3.026
26/03/2018,1528.59999999999,600.25,17860,2.9995
27/03/2018,1519.49999999999,595.75,18500,3.05949999999999
28/03/2018,1498.49999999999,594.25,18410,3.02949999999999
29/03/2018,1499.99999999999,593.75,18580,3.078
30/03/2018,1499.99999999999,593.75,18580,3.078
02/04/2018,1516.09999999999,593.75,18800,3.10949999999999
03/04/2018,1507.19999999999,602.5,18700,3.11599999999999
